testDate,expression,movement,quality,benchmarkPct
20/05/2024,dynamic,jump,take off,0.62
25/05/2024,isometric,jump,land,
31/05/2024,isometric,agility,deceleration,1.1365
1/6/2024,dynamic,jump,land,0.664
4/6/2024,dynamic,agility,acceleration,0.43
9/6/2024,dynamic,upper body,pull,0.876
10/6/2024,dynamic,jump,pre-load,0.4655
18/06/2024,isometric,jump,pre-load,0.49
21/06/2024,dynamic,agility,acceleration,0.436
29/06/2024,isometric,sprint,acceleration,0.49
11/7/2024,isometric,jump,land,0.42
17/07/2024,isometric,upper body,push,0.922
18/07/2024,isometric,jump,pre-load,0.685
23/07/2024,isometric,jump,land,0.39
7/8/2024,isometric,upper body,pull,
13/09/2024,isometric,jump,land,0.368
13/09/2024,isometric,upper body,push,0.936
20/09/2024,isometric,agility,deceleration,0.869
22/09/2024,isometric,jump,pre-load,0.72
25/09/2024,dynamic,sprint,acceleration,0.494
25/09/2024,isometric,sprint,max velocity,0.6975
30/09/2024,isometric,upper body,pull,
18/10/2024,isometric,sprint,acceleration,0.72
26/10/2024,isometric,jump,take off,0.444
31/10/2024,isometric,upper body,push,0.936
12/11/2024,isometric,agility,deceleration,0.866
15/11/2024,isometric,sprint,acceleration,0.7515
20/11/2024,dynamic,jump,pre-load,0.57
22/11/2024,dynamic,agility,acceleration,0.47
2/12/2024,dynamic,sprint,acceleration,0.498
6/12/2024,isometric,agility,acceleration,0.796
8/12/2024,isometric,sprint,max velocity,0.685
9/12/2024,dynamic,agility,deceleration,0.876
9/12/2024,dynamic,sprint,max velocity,0.662
25/12/2024,isometric,agility,deceleration,0.9155
17/01/2025,dynamic,sprint,acceleration,0.5
21/01/2025,dynamic,sprint,acceleration,0.5
15/02/2025,dynamic,jump,take off,0.68
3/3/2025,dynamic,jump,take off,0.6895
4/3/2025,isometric,agility,acceleration,0.787
5/3/2025,dynamic,agility,deceleration,0.88
7/7/2023,dynamic,agility,acceleration,0.32
10/7/2023,isometric,agility,rotate,
11/7/2023,isometric,jump,take off,
17/07/2023,dynamic,jump,take off,0.74
23/07/2023,dynamic,agility,deceleration,0.8525
1/8/2023,isometric,sprint,acceleration,
2/8/2023,dynamic,agility,deceleration,0.8525
7/8/2023,isometric,agility,acceleration,
7/8/2023,dynamic,sprint,max velocity,0.67
15/08/2023,dynamic,jump,land,0.69
22/08/2023,isometric,agility,deceleration,1.0395
27/08/2023,isometric,sprint,max velocity,
31/08/2023,isometric,jump,pre-load,0.52
7/9/2023,isometric,upper body,grapple,
9/9/2023,isometric,upper body,grapple,
13/09/2023,isometric,upper body,pull,
16/09/2023,isometric,agility,deceleration,1.0395
18/09/2023,isometric,sprint,max velocity,
25/09/2023,dynamic,upper body,push,0.4305
2/10/2023,isometric,jump,pre-load,0.52
9/10/2023,isometric,agility,rotate,
29/10/2023,dynamic,agility,deceleration,0.871
11/11/2023,isometric,agility,acceleration,0.52
13/11/2023,dynamic,upper body,push,0.43
15/11/2023,dynamic,agility,deceleration,0.871
26/11/2023,isometric,agility,rotate,
1/12/2023,isometric,upper body,grapple,
1/12/2023,dynamic,agility,deceleration,0.87
18/12/2023,isometric,jump,take off,
19/12/2023,isometric,sprint,max velocity,
25/12/2023,isometric,upper body,grapple,
28/12/2023,isometric,upper body,pull,
1/1/2024,dynamic,jump,pre-load,0.484
2/1/2024,isometric,jump,pre-load,0.52
4/1/2024,isometric,agility,deceleration,1.112
10/1/2024,dynamic,agility,acceleration,0.43
15/01/2024,dynamic,agility,acceleration,0.43
22/01/2024,isometric,jump,take off,
23/01/2024,dynamic,agility,deceleration,0.879
27/01/2024,dynamic,upper body,pull,0.879
27/01/2024,dynamic,agility,deceleration,0.879
28/01/2024,isometric,agility,rotate,
1/2/2024,isometric,upper body,push,0.772
4/2/2024,isometric,jump,take off,
5/2/2024,dynamic,jump,pre-load,0.53
11/2/2024,dynamic,sprint,acceleration,0.4345
17/02/2024,dynamic,upper body,pull,0.89
18/02/2024,dynamic,jump,pre-load,0.476
18/02/2024,isometric,agility,deceleration,1.148
26/02/2024,isometric,upper body,push,0.704
26/02/2024,dynamic,sprint,max velocity,0.637
5/3/2024,isometric,sprint,max velocity,
9/3/2024,isometric,upper body,push,0.704
15/03/2024,isometric,upper body,grapple,
16/03/2024,dynamic,sprint,max velocity,0.637
20/03/2024,isometric,upper body,push,0.704
21/03/2024,isometric,upper body,pull,
22/03/2024,dynamic,jump,take off,0.6525
26/03/2024,dynamic,sprint,acceleration,0.4445
24/04/2024,isometric,jump,take off,
25/04/2024,dynamic,sprint,max velocity,0.628
26/04/2024,dynamic,upper body,pull,0.89
6/6/2024,isometric,sprint,acceleration,0.49
8/6/2024,dynamic,agility,acceleration,0.43
11/6/2024,dynamic,jump,take off,0.62
13/06/2024,dynamic,upper body,push,0.43
18/06/2024,dynamic,upper body,pull,0.89
18/06/2024,dynamic,sprint,acceleration,0.43
24/06/2024,isometric,sprint,acceleration,0.49
26/06/2024,dynamic,agility,deceleration,0.89
2/7/2024,isometric,agility,acceleration,0.46
5/7/2024,isometric,jump,take off,0.1
6/7/2024,dynamic,jump,land,0.652
16/07/2024,isometric,jump,land,0.3975
28/07/2024,isometric,agility,rotate,0.278
13/08/2024,isometric,upper body,pull,
2/9/2024,isometric,agility,rotate,0.6405
3/9/2024,isometric,jump,take off,0.33
4/9/2024,isometric,sprint,acceleration,0.729
16/09/2024,dynamic,jump,land,0.6495
20/09/2024,dynamic,jump,take off,0.7055
28/09/2024,isometric,jump,pre-load,0.72
29/09/2024,isometric,jump,pre-load,0.72
16/10/2024,isometric,jump,take off,0.426
3/11/2024,dynamic,agility,acceleration,0.486
5/11/2024,isometric,upper body,grapple,0.6795
8/11/2024,isometric,agility,deceleration,0.866
10/11/2024,isometric,agility,deceleration,0.866
20/11/2024,isometric,agility,rotate,0.6895
4/12/2024,dynamic,upper body,push,0.498
6/12/2024,dynamic,upper body,pull,0.876
25/12/2024,dynamic,sprint,max velocity,0.6645
28/12/2024,isometric,jump,land,0.42
31/12/2024,dynamic,sprint,acceleration,0.498
3/1/2025,dynamic,upper body,pull,0.856
4/1/2025,isometric,agility,deceleration,0.92
5/1/2025,isometric,agility,rotate,0.6705
9/1/2025,isometric,agility,acceleration,0.79
18/01/2025,dynamic,agility,acceleration,0.5
7/2/2025,isometric,upper body,push,0.96
12/2/2025,isometric,sprint,max velocity,0.728
27/02/2025,isometric,jump,land,0.3955
2/3/2025,dynamic,agility,acceleration,0.495
5/3/2025,isometric,upper body,grapple,0.6385
12/3/2025,dynamic,agility,acceleration,0.49
6/7/2023,isometric,jump,take off,
11/7/2023,isometric,jump,land,
25/07/2023,isometric,upper body,grapple,
3/8/2023,dynamic,upper body,push,0.39
6/8/2023,dynamic,upper body,push,0.39
7/8/2023,dynamic,jump,take off,0.7365
15/08/2023,isometric,upper body,push,
20/08/2023,dynamic,jump,pre-load,0.516
24/08/2023,isometric,upper body,grapple,
29/08/2023,dynamic,agility,acceleration,0.388
29/08/2023,dynamic,sprint,acceleration,0.388
8/9/2023,dynamic,agility,acceleration,0.388
12/9/2023,dynamic,upper body,pull,0.877
13/09/2023,isometric,jump,take off,
1/10/2023,isometric,agility,acceleration,0.52
11/10/2023,dynamic,sprint,acceleration,0.4305
16/10/2023,dynamic,agility,acceleration,0.4305
17/10/2023,isometric,jump,take off,
18/10/2023,dynamic,agility,deceleration,0.871
25/10/2023,isometric,upper body,pull,
29/10/2023,isometric,agility,acceleration,0.52
2/11/2023,dynamic,upper body,push,0.4305
5/11/2023,dynamic,upper body,pull,0.871
6/11/2023,isometric,agility,rotate,
9/11/2023,isometric,upper body,pull,
18/11/2023,isometric,agility,rotate,
17/12/2023,dynamic,sprint,acceleration,0.43
22/12/2023,isometric,agility,deceleration,1.112
25/12/2023,dynamic,upper body,pull,0.87
25/12/2023,dynamic,sprint,acceleration,0.43
26/12/2023,isometric,sprint,acceleration,0.52
27/12/2023,isometric,upper body,push,0.664
27/12/2023,dynamic,sprint,max velocity,0.634
31/12/2023,isometric,upper body,pull,
1/1/2024,dynamic,jump,land,0.674
23/01/2024,dynamic,sprint,acceleration,0.4345
24/01/2024,isometric,agility,acceleration,0.52
8/2/2024,isometric,upper body,push,0.772
10/2/2024,isometric,jump,take off,
22/02/2024,isometric,agility,acceleration,0.52
27/02/2024,isometric,agility,deceleration,1.148
2/3/2024,dynamic,agility,deceleration,0.89
8/3/2024,dynamic,agility,acceleration,0.4445
11/3/2024,isometric,upper body,grapple,
17/03/2024,dynamic,sprint,acceleration,0.4445
30/03/2024,isometric,upper body,grapple,
31/03/2024,isometric,jump,pre-load,0.52
13/04/2024,dynamic,upper body,pull,0.89
19/04/2024,isometric,jump,pre-load,0.52
20/04/2024,isometric,agility,deceleration,1.1365
28/04/2024,isometric,agility,acceleration,0.52
9/5/2024,isometric,jump,land,
14/05/2024,isometric,upper body,pull,
14/05/2024,isometric,upper body,push,0.704
16/05/2024,dynamic,jump,pre-load,0.483
18/05/2024,isometric,jump,pre-load,0.49
28/05/2024,dynamic,agility,acceleration,0.43
18/06/2024,dynamic,sprint,max velocity,0.625
24/06/2024,isometric,jump,pre-load,0.49
28/06/2024,isometric,upper body,pull,
6/7/2024,dynamic,upper body,pull,0.89
6/7/2024,isometric,sprint,acceleration,0.46
17/07/2024,isometric,agility,acceleration,0.685
22/07/2024,dynamic,agility,deceleration,0.855
25/08/2024,dynamic,sprint,acceleration,0.428
1/9/2024,dynamic,sprint,max velocity,0.6795
5/9/2024,isometric,sprint,acceleration,0.7275
7/9/2024,isometric,upper body,grapple,0.6315
12/9/2024,isometric,agility,rotate,0.6315
24/09/2024,dynamic,agility,acceleration,0.494
27/09/2024,isometric,jump,land,0.426
28/09/2024,isometric,upper body,pull,
29/09/2024,dynamic,upper body,pull,0.896
30/09/2024,dynamic,jump,land,0.648
5/10/2024,dynamic,jump,land,0.648
6/10/2024,isometric,agility,acceleration,0.6925
10/11/2024,isometric,jump,land,0.39
26/11/2024,dynamic,jump,take off,0.69
27/11/2024,dynamic,upper body,pull,0.88
28/11/2024,dynamic,upper body,push,0.47
1/12/2024,isometric,sprint,acceleration,0.79
2/12/2024,isometric,upper body,pull,
3/12/2024,dynamic,sprint,max velocity,0.662
11/12/2024,isometric,jump,take off,0.4
14/12/2024,dynamic,sprint,max velocity,0.658
20/12/2024,isometric,sprint,acceleration,0.796
5/1/2025,isometric,jump,pre-load,0.79
7/1/2025,isometric,jump,pre-load,0.79
16/01/2025,dynamic,upper body,push,0.5
3/2/2025,isometric,sprint,max velocity,0.749
5/2/2025,isometric,upper body,pull,0.8125
22/02/2025,dynamic,upper body,push,0.495
17/07/2023,isometric,agility,acceleration,
20/07/2023,dynamic,sprint,acceleration,0.33
4/8/2023,dynamic,sprint,acceleration,0.39
31/08/2023,isometric,agility,acceleration,0.52
15/09/2023,dynamic,sprint,max velocity,0.5845
21/09/2023,isometric,jump,land,
22/09/2023,dynamic,agility,acceleration,0.4305
25/09/2023,isometric,upper body,grapple,
5/10/2023,isometric,jump,take off,
10/10/2023,isometric,agility,acceleration,0.52
13/10/2023,dynamic,upper body,pull,0.871
15/10/2023,dynamic,agility,acceleration,0.4305
20/10/2023,isometric,upper body,push,0.67
23/10/2023,isometric,agility,acceleration,0.52
27/10/2023,isometric,sprint,acceleration,0.52
13/11/2023,dynamic,upper body,pull,0.871
21/11/2023,isometric,jump,pre-load,0.52
22/11/2023,isometric,upper body,pull,
27/11/2023,isometric,jump,take off,
6/12/2023,isometric,upper body,push,0.664
6/12/2023,isometric,sprint,acceleration,0.52
13/12/2023,dynamic,agility,acceleration,0.43
19/12/2023,isometric,jump,land,
23/12/2023,dynamic,agility,acceleration,0.43
28/12/2023,isometric,jump,land,
28/12/2023,dynamic,sprint,acceleration,0.426
28/12/2023,isometric,sprint,max velocity,
10/1/2024,isometric,sprint,acceleration,0.52
11/1/2024,isometric,upper body,push,0.687
2/2/2024,dynamic,jump,take off,0.64
3/2/2024,isometric,upper body,pull,
4/2/2024,dynamic,sprint,max velocity,0.646
8/2/2024,isometric,jump,pre-load,0.52
12/2/2024,isometric,agility,acceleration,0.52
13/02/2024,isometric,sprint,max velocity,
29/02/2024,dynamic,jump,land,0.668
13/03/2024,dynamic,jump,pre-load,0.524
29/03/2024,isometric,agility,acceleration,0.52
30/03/2024,isometric,agility,deceleration,1.138
4/4/2024,isometric,upper body,grapple,
15/04/2024,isometric,agility,deceleration,1.1365
18/04/2024,dynamic,upper body,push,0.43
21/04/2024,dynamic,jump,land,0.655
1/5/2024,isometric,agility,deceleration,1.1365
6/5/2024,dynamic,sprint,max velocity,0.628
10/5/2024,dynamic,upper body,push,0.43
13/05/2024,dynamic,agility,deceleration,0.876
18/05/2024,dynamic,jump,pre-load,0.4555
19/05/2024,dynamic,jump,pre-load,0.4555
19/05/2024,dynamic,upper body,push,0.43
23/05/2024,dynamic,upper body,pull,0.876
26/05/2024,isometric,upper body,pull,
27/05/2024,dynamic,upper body,pull,0.876
12/6/2024,isometric,agility,acceleration,0.49
12/6/2024,dynamic,agility,deceleration,0.876
13/06/2024,isometric,sprint,acceleration,0.49
25/06/2024,dynamic,jump,pre-load,0.4655
30/06/2024,dynamic,jump,land,0.723
5/7/2024,isometric,agility,rotate,
20/07/2024,isometric,upper body,grapple,0.278
25/07/2024,dynamic,jump,pre-load,0.466
12/8/2024,dynamic,upper body,pull,0.852
21/08/2024,isometric,jump,land,0.363
28/08/2024,dynamic,jump,land,0.641
4/9/2024,dynamic,upper body,pull,0.9
6/9/2024,isometric,agility,rotate,0.6315
10/9/2024,isometric,jump,pre-load,0.7275
12/9/2024,dynamic,upper body,pull,0.9
15/09/2024,isometric,agility,acceleration,0.7275
19/09/2024,isometric,sprint,max velocity,0.6975
21/09/2024,dynamic,sprint,max velocity,0.6765
7/10/2024,dynamic,agility,deceleration,0.896
20/10/2024,dynamic,jump,land,0.666
31/10/2024,dynamic,sprint,acceleration,0.486
2/11/2024,isometric,sprint,max velocity,0.68
4/11/2024,dynamic,agility,acceleration,0.486
12/11/2024,isometric,sprint,max velocity,0.6325
18/11/2024,dynamic,sprint,max velocity,0.6635
19/11/2024,isometric,agility,rotate,0.6895
26/11/2024,dynamic,sprint,max velocity,0.662
6/12/2024,dynamic,jump,pre-load,0.557
6/12/2024,isometric,sprint,max velocity,0.685
16/12/2024,dynamic,jump,pre-load,0.557
24/12/2024,isometric,upper body,pull,0.46
25/12/2024,dynamic,jump,pre-load,0.5305
25/12/2024,isometric,sprint,acceleration,0.79
27/12/2024,isometric,agility,acceleration,0.79
29/12/2024,isometric,upper body,push,0.876
6/1/2025,isometric,sprint,max velocity,0.664
9/1/2025,dynamic,jump,land,0.7365
22/01/2025,isometric,jump,pre-load,0.7475
22/01/2025,isometric,agility,deceleration,0.955
28/01/2025,dynamic,jump,take off,0.69
29/01/2025,isometric,sprint,max velocity,0.749
30/01/2025,dynamic,jump,pre-load,0.53
24/02/2025,isometric,agility,deceleration,0.96
10/3/2025,isometric,jump,land,0.3955
2/7/2023,dynamic,agility,deceleration,0.842
12/7/2023,dynamic,jump,pre-load,0.662
14/07/2023,isometric,agility,acceleration,
18/07/2023,isometric,upper body,pull,
21/07/2023,dynamic,upper body,pull,0.8525
13/08/2023,isometric,agility,acceleration,
21/08/2023,isometric,jump,land,
2/9/2023,isometric,jump,take off,
10/9/2023,dynamic,upper body,push,0.388
11/9/2023,isometric,agility,acceleration,0.52
12/9/2023,isometric,upper body,grapple,
18/09/2023,isometric,sprint,acceleration,0.52
20/09/2023,isometric,agility,rotate,
30/09/2023,dynamic,jump,take off,0.711
8/10/2023,dynamic,jump,land,0.6615
8/10/2023,isometric,upper body,pull,
10/10/2023,isometric,jump,land,
11/10/2023,isometric,sprint,acceleration,0.52
13/10/2023,isometric,jump,land,
15/10/2023,isometric,sprint,max velocity,
19/10/2023,dynamic,jump,land,0.6615
20/10/2023,isometric,sprint,acceleration,0.52
24/10/2023,isometric,agility,acceleration,0.52
1/11/2023,dynamic,sprint,acceleration,0.4305
3/11/2023,isometric,agility,rotate,
10/11/2023,isometric,jump,pre-load,0.52
12/12/2023,isometric,upper body,push,0.664
16/12/2023,dynamic,upper body,pull,0.87
17/12/2023,isometric,jump,take off,
18/12/2023,dynamic,upper body,push,0.43
2/1/2024,dynamic,jump,land,0.674
3/1/2024,dynamic,jump,take off,0.64
17/01/2024,dynamic,agility,acceleration,0.43
26/01/2024,isometric,upper body,grapple,
28/01/2024,dynamic,sprint,acceleration,0.4345
30/01/2024,dynamic,sprint,acceleration,0.4345
31/01/2024,dynamic,sprint,max velocity,0.646
9/2/2024,dynamic,sprint,max velocity,0.637
11/2/2024,isometric,jump,take off,
13/02/2024,dynamic,agility,deceleration,0.89
23/02/2024,dynamic,upper body,pull,0.89
27/02/2024,dynamic,upper body,push,0.4445
6/3/2024,dynamic,sprint,max velocity,0.637
26/03/2024,dynamic,jump,take off,0.6525
28/03/2024,isometric,sprint,max velocity,
19/04/2024,isometric,upper body,grapple,
19/04/2024,isometric,agility,deceleration,1.1365
20/04/2024,dynamic,sprint,acceleration,0.43
23/04/2024,isometric,upper body,pull,
24/04/2024,dynamic,agility,acceleration,0.43
11/5/2024,isometric,agility,acceleration,0.52
21/05/2024,dynamic,jump,land,0.664
27/05/2024,isometric,upper body,pull,
1/6/2024,isometric,upper body,push,0.704
7/6/2024,isometric,upper body,grapple,
12/6/2024,dynamic,jump,take off,0.62
18/06/2024,isometric,upper body,grapple,
30/06/2024,isometric,jump,land,
4/7/2024,isometric,sprint,acceleration,0.46
14/07/2024,isometric,agility,deceleration,1.0395
21/07/2024,dynamic,jump,take off,0.7
22/07/2024,dynamic,jump,take off,0.709
26/07/2024,isometric,upper body,push,0.892
28/07/2024,isometric,agility,acceleration,0.685
7/8/2024,isometric,agility,acceleration,0.7305
11/8/2024,dynamic,upper body,push,0.428
12/8/2024,dynamic,jump,take off,0.723
16/08/2024,dynamic,agility,deceleration,0.852
31/08/2024,isometric,agility,acceleration,0.731
14/09/2024,dynamic,upper body,pull,0.9
19/09/2024,dynamic,upper body,pull,0.9
22/09/2024,dynamic,jump,land,0.648
22/09/2024,isometric,jump,take off,0.426
22/09/2024,dynamic,upper body,pull,0.9
22/09/2024,isometric,sprint,acceleration,0.72
23/09/2024,isometric,agility,rotate,0.613
1/10/2024,isometric,agility,deceleration,0.86
8/10/2024,isometric,jump,land,0.426
30/10/2024,dynamic,jump,pre-load,0.57
4/11/2024,isometric,agility,rotate,0.6795
6/11/2024,isometric,upper body,push,0.936
16/11/2024,isometric,agility,deceleration,0.86
18/11/2024,isometric,jump,pre-load,0.7515
22/11/2024,isometric,agility,deceleration,0.86
27/11/2024,isometric,sprint,acceleration,0.79
3/12/2024,isometric,agility,acceleration,0.796
12/12/2024,isometric,upper body,push,0.876
15/12/2024,isometric,upper body,grapple,0.68
18/12/2024,dynamic,sprint,max velocity,0.666
20/12/2024,isometric,upper body,pull,0.46
3/1/2025,isometric,upper body,pull,0.46
9/1/2025,dynamic,sprint,acceleration,0.5
12/1/2025,isometric,upper body,grapple,0.6675
24/01/2025,isometric,jump,pre-load,0.7475
30/01/2025,isometric,agility,acceleration,0.79
3/2/2025,dynamic,upper body,push,0.4965
6/2/2025,isometric,jump,land,0.39
9/2/2025,isometric,sprint,acceleration,0.79
15/02/2025,isometric,jump,pre-load,0.79
16/02/2025,isometric,upper body,push,0.96
26/02/2025,isometric,upper body,grapple,0.6385
6/3/2025,isometric,upper body,grapple,0.6385
7/3/2025,isometric,sprint,acceleration,0.787
7/7/2023,isometric,agility,deceleration,1.025
10/7/2023,dynamic,upper body,pull,0.867
15/07/2023,dynamic,upper body,pull,0.8525
29/07/2023,dynamic,jump,take off,0.7365
31/07/2023,dynamic,jump,land,0.69
8/8/2023,isometric,agility,deceleration,0.9525
12/8/2023,dynamic,sprint,acceleration,0.358
23/08/2023,dynamic,jump,take off,0.69
30/08/2023,dynamic,agility,acceleration,0.3945
7/9/2023,isometric,jump,take off,
10/9/2023,dynamic,agility,deceleration,0.877
6/10/2023,isometric,upper body,push,
10/10/2023,dynamic,jump,pre-load,0.587
16/10/2023,dynamic,jump,pre-load,0.587
23/10/2023,dynamic,upper body,push,0.4305
23/10/2023,isometric,agility,rotate,
8/11/2023,dynamic,jump,pre-load,0.497
11/11/2023,isometric,agility,deceleration,1.038
13/11/2023,dynamic,jump,land,0.69
27/11/2023,isometric,upper body,push,0.67
28/11/2023,dynamic,agility,deceleration,0.871
1/12/2023,isometric,sprint,max velocity,
3/12/2023,isometric,agility,rotate,
6/12/2023,isometric,upper body,pull,
9/12/2023,isometric,agility,acceleration,0.52
13/12/2023,isometric,jump,pre-load,0.52
